Code,Area,Year,Measure,Value
E12000008,South East,2014,Sales,174757
E12000009,South West,2014,Sales,110167
E92000001,England,2014,Sales,936314
W92000004,Wales,2014,Sales,45542
K04000001,England And Wales,2014,Sales,983108
E09000001,City of London,2015,Sales,806
E09000002,Barking and Dagenham,2015,Sales,2630
E09000003,Barnet,2015,Sales,5645
E09000004,Bexley,2015,Sales,4273
E09000005,Brent,2015,Sales,3559
E09000006,Bromley,2015,Sales,6387
E09000007,Camden,2015,Sales,2889
E09000008,Croydon,2015,Sales,6460
E09000009,Ealing,2015,Sales,4043
E09000010,Enfield,2015,Sales,4184
E09000011,Greenwich,2015,Sales,4493
E09000012,Hackney,2015,Sales,3332
E09000013,Hammersmith and Fulham,2015,Sales,2841
E09000014,Haringey,2015,Sales,3079
E09000015,Harrow,2015,Sales,3380
E09000016,Havering,2015,Sales,4500
E09000017,Hillingdon,2015,Sales,4139
E09000018,Hounslow,2015,Sales,3637
E09000019,Islington,2015,Sales,2606
E09000020,Kensington and Chelsea,2015,Sales,2686
E09000021,Kingston upon Thames,2015,Sales,2756
E09000022,Lambeth,2015,Sales,5071
E09000023,Lewisham,2015,Sales,5051
E09000024,Merton,2015,Sales,3296
E09000025,Newham,2015,Sales,3465
E09000026,Redbridge,2015,Sales,3707
E09000027,Richmond upon Thames,2015,Sales,3460
E09000028,Southwark,2015,Sales,4624
E09000029,Sutton,2015,Sales,3516
E09000030,Tower Hamlets,2015,Sales,4663
E09000031,Waltham Forest,2015,Sales,3863
E09000032,Wandsworth,2015,Sales,6556
E09000033,Westminster,2015,Sales,3913
E13000001,Inner London,2015,Sales,51582
E13000002,Outer London,2015,Sales,77928
E12000001,North East,2015,Sales,40983
E12000002,North West,2015,Sales,118936
E12000003,Yorkshire And The Humber,2015,Sales,88311
E12000004,East Midlands,2015,Sales,85637
E12000005,West Midlands,2015,Sales,89424
E12000006,East of England,2015,Sales,117695
E12000007,London,2015,Sales,129510
E12000008,South East,2015,Sales,175368
E12000009,South West,2015,Sales,112840
E92000001,England,2015,Sales,958704
W92000004,Wales,2015,Sales,47487
K04000001,England And Wales,2015,Sales,1007503
E09000001,City of London,2016,Sales,457
E09000002,Barking and Dagenham,2016,Sales,2444
E09000003,Barnet,2016,Sales,5823
E09000004,Bexley,2016,Sales,3778
E09000005,Brent,2016,Sales,3578
E09000006,Bromley,2016,Sales,5617
E09000007,Camden,2016,Sales,2705
E09000008,Croydon,2016,Sales,6024
E09000009,Ealing,2016,Sales,3699
E09000010,Enfield,2016,Sales,3730
E09000011,Greenwich,2016,Sales,4243
E09000012,Hackney,2016,Sales,3002
E09000013,Hammersmith and Fulham,2016,Sales,2606
E09000014,Haringey,2016,Sales,2904
E09000015,Harrow,2016,Sales,2745
E09000016,Havering,2016,Sales,4112
E09000017,Hillingdon,2016,Sales,3852
E09000018,Hounslow,2016,Sales,3260
E09000019,Islington,2016,Sales,2736
E09000020,Kensington and Chelsea,2016,Sales,2317
E09000021,Kingston upon Thames,2016,Sales,2404
E09000022,Lambeth,2016,Sales,4492
E09000023,Lewisham,2016,Sales,4660
E09000024,Merton,2016,Sales,2979
E09000025,Newham,2016,Sales,3315
E09000026,Redbridge,2016,Sales,3356
E09000027,Richmond upon Thames,2016,Sales,3182
E09000028,Southwark,2016,Sales,4154
E09000029,Sutton,2016,Sales,3492
E09000030,Tower Hamlets,2016,Sales,5446
E09000031,Waltham Forest,2016,Sales,3460
E09000032,Wandsworth,2016,Sales,6344
E09000033,Westminster,2016,Sales,3809
E13000001,Inner London,2016,Sales,48947
E13000002,Outer London,2016,Sales,71778
E12000001,North East,2016,Sales,42959
E12000002,North West,2016,Sales,127211
E12000003,Yorkshire And The Humber,2016,Sales,92435
E12000004,East Midlands,2016,Sales,90951
E12000005,West Midlands,2016,Sales,94898
E12000006,East of England,2016,Sales,117956
E12000007,London,2016,Sales,120725
E12000008,South East,2016,Sales,173014
E12000009,South West,2016,Sales,116557
E92000001,England,2016,Sales,976706
W92000004,Wales,2016,Sales,50574
K04000001,England And Wales,2016,Sales,1032178
