Code,Area,Year,Measure,Value
E09000007,Camden,2010,Median,478700
E09000008,Croydon,2010,Median,220000
E09000009,Ealing,2010,Median,279275
E09000010,Enfield,2010,Median,241000
E09000011,Greenwich,2010,Median,245000
E09000012,Hackney,2010,Median,290000
E09000013,Hammersmith and Fulham,2010,Median,460000
E09000014,Haringey,2010,Median,290000
E09000015,Harrow,2010,Median,291000
E09000016,Havering,2010,Median,221000
E09000017,Hillingdon,2010,Median,249999
E09000018,Hounslow,2010,Median,249950
E09000019,Islington,2010,Median,387000
E09000020,Kensington and Chelsea,2010,Median,750000
E09000021,Kingston upon Thames,2010,Median,300000
E09000022,Lambeth,2010,Median,302000
E09000023,Lewisham,2010,Median,235000
E09000024,Merton,2010,Median,289000
E09000025,Newham,2010,Median,220000
E09000026,Redbridge,2010,Median,250000
E09000027,Richmond upon Thames,2010,Median,400000
E09000028,Southwark,2010,Median,314500
E09000029,Sutton,2010,Median,235000
E09000030,Tower Hamlets,2010,Median,305000
E09000031,Waltham Forest,2010,Median,230000
E09000032,Wandsworth,2010,Median,380000
E09000033,Westminster,2010,Median,580000
E13000001,Inner London,2010,Median,350000
E13000002,Outer London,2010,Median,250000
E12000001,North East,2010,Median,122000
E12000002,North West,2010,Median,130000
E12000003,Yorkshire And The Humber,2010,Median,135000
E12000004,East Midlands,2010,Median,139000
E12000005,West Midlands,2010,Median,147000
E12000006,East of England,2010,Median,195000
E12000007,London,2010,Median,287749
E12000008,South East,2010,Median,229000
E12000009,South West,2010,Median,190000
E92000001,England,2010,Median,185000
W92000004,Wales,2010,Median,134950
K04000001,England And Wales,2010,Median,182000
E09000001,City of London,2011,Median,455000
E09000002,Barking and Dagenham,2011,Median,170000
E09000003,Barnet,2011,Median,325000
E09000004,Bexley,2011,Median,215000
E09000005,Brent,2011,Median,300000
E09000006,Bromley,2011,Median,275000
E09000007,Camden,2011,Median,485000
E09000008,Croydon,2011,Median,220000
E09000009,Ealing,2011,Median,293000
E09000010,Enfield,2011,Median,240000
E09000011,Greenwich,2011,Median,249995
E09000012,Hackney,2011,Median,310000
E09000013,Hammersmith and Fulham,2011,Median,465000
E09000014,Haringey,2011,Median,303000
E09000015,Harrow,2011,Median,294000
E09000016,Havering,2011,Median,220000
E09000017,Hillingdon,2011,Median,249950
E09000018,Hounslow,2011,Median,250000
E09000019,Islington,2011,Median,399950
E09000020,Kensington and Chelsea,2011,Median,790000
E09000021,Kingston upon Thames,2011,Median,300000
E09000022,Lambeth,2011,Median,310000
E09000023,Lewisham,2011,Median,240000
E09000024,Merton,2011,Median,295000
E09000025,Newham,2011,Median,219000
E09000026,Redbridge,2011,Median,250000
E09000027,Richmond upon Thames,2011,Median,420000
E09000028,Southwark,2011,Median,320000
E09000029,Sutton,2011,Median,233000
E09000030,Tower Hamlets,2011,Median,300000
E09000031,Waltham Forest,2011,Median,230000
E09000032,Wandsworth,2011,Median,390000
E09000033,Westminster,2011,Median,600000
E13000001,Inner London,2011,Median,360000
E13000002,Outer London,2011,Median,250000
E12000001,North East,2011,Median,117000
E12000002,North West,2011,Median,127000
E12000003,Yorkshire And The Humber,2011,Median,130000
E12000004,East Midlands,2011,Median,135717
E12000005,West Midlands,2011,Median,142500
E12000006,East of England,2011,Median,189995
E12000007,London,2011,Median,294000
E12000008,South East,2011,Median,223000
E12000009,South West,2011,Median,185000
E92000001,England,2011,Median,180000
W92000004,Wales,2011,Median,130000
K04000001,England And Wales,2011,Median,176000
E09000001,City of London,2012,Median,445000
E09000002,Barking and Dagenham,2012,Median,174000
E09000003,Barnet,2012,Median,330000
E09000004,Bexley,2012,Median,210000
E09000005,Brent,2012,Median,321000
E09000006,Bromley,2012,Median,277500
E09000007,Camden,2012,Median,500000
E09000008,Croydon,2012,Median,230000
E09000009,Ealing,2012,Median,310000
E09000010,Enfield,2012,Median,248000
E09000011,Greenwich,2012,Median,245000
E09000012,Hackney,2012,Median,325000
E09000013,Hammersmith and Fulham,2012,Median,490000
E09000014,Haringey,2012,Median,315000
E09000015,Harrow,2012,Median,302000
E09000016,Havering,2012,Median,221000
E09000017,Hillingdon,2012,Median,250000
E09000018,Hounslow,2012,Median,265000
E09000019,Islington,2012,Median,410000
E09000020,Kensington and Chelsea,2012,Median,890000
E09000021,Kingston upon Thames,2012,Median,317750
E09000022,Lambeth,2012,Median,321000
E09000023,Lewisham,2012,Median,249000
E09000024,Merton,2012,Median,290000
E09000025,Newham,2012,Median,219000
E09000026,Redbridge,2012,Median,265000
E09000027,Richmond upon Thames,2012,Median,430000
E09000028,Southwark,2012,Median,332500
E09000029,Sutton,2012,Median,240000
E09000030,Tower Hamlets,2012,Median,305000
E09000031,Waltham Forest,2012,Median,241500
E09000032,Wandsworth,2012,Median,415500
E09000033,Westminster,2012,Median,635000
E13000001,Inner London,2012,Median,370000
E13000002,Outer London,2012,Median,264000
E12000001,North East,2012,Median,120000
E12000002,North West,2012,Median,130000
E12000003,Yorkshire And The Humber,2012,Median,130000
E12000004,East Midlands,2012,Median,138000
E12000005,West Midlands,2012,Median,145000
E12000006,East of England,2012,Median,193000
E12000007,London,2012,Median,300000
E12000008,South East,2012,Median,229000
E12000009,South West,2012,Median,187500
E92000001,England,2012,Median,183000
W92000004,Wales,2012,Median,133000
K04000001,England And Wales,2012,Median,180000
E09000001,City of London,2013,Median,625000
E09000002,Barking and Dagenham,2013,Median,180000
E09000003,Barnet,2013,Median,345000
E09000004,Bexley,2013,Median,225000
E09000005,Brent,2013,Median,345000
E09000006,Bromley,2013,Median,295000
E09000007,Camden,2013,Median,590000
E09000008,Croydon,2013,Median,237750
E09000009,Ealing,2013,Median,325000
E09000010,Enfield,2013,Median,250000
E09000011,Greenwich,2013,Median,275000
E09000012,Hackney,2013,Median,375000
E09000013,Hammersmith and Fulham,2013,Median,560000
E09000014,Haringey,2013,Median,337000
E09000015,Harrow,2013,Median,325000
E09000016,Havering,2013,Median,232000
E09000017,Hillingdon,2013,Median,268000
E09000018,Hounslow,2013,Median,280000
E09000019,Islington,2013,Median,465000
E09000020,Kensington and Chelsea,2013,Median,990000
E09000021,Kingston upon Thames,2013,Median,335000
E09000022,Lambeth,2013,Median,350000
E09000023,Lewisham,2013,Median,259350
E09000024,Merton,2013,Median,320000
E09000025,Newham,2013,Median,230000
E09000026,Redbridge,2013,Median,272000
E09000027,Richmond upon Thames,2013,Median,475000
E09000028,Southwark,2013,Median,350000
E09000029,Sutton,2013,Median,250000
E09000030,Tower Hamlets,2013,Median,327500
E09000031,Waltham Forest,2013,Median,263000
E09000032,Wandsworth,2013,Median,462025
E09000033,Westminster,2013,Median,735000
E13000001,Inner London,2013,Median,409950
E13000002,Outer London,2013,Median,280000
E12000001,North East,2013,Median,120000
E12000002,North West,2013,Median,130000
E12000003,Yorkshire And The Humber,2013,Median,133000
E12000004,East Midlands,2013,Median,140000
E12000005,West Midlands,2013,Median,149000
E12000006,East of England,2013,Median,199995
E12000007,London,2013,Median,325000
E12000008,South East,2013,Median,235000
E12000009,South West,2013,Median,190000
E92000001,England,2013,Median,187000
W92000004,Wales,2013,Median,133500
K04000001,England And Wales,2013,Median,184995
E09000001,City of London,2014,Median,730000
E09000002,Barking and Dagenham,2014,Median,215000
E09000003,Barnet,2014,Median,392500
E09000004,Bexley,2014,Median,250000
E09000005,Brent,2014,Median,380000
E09000006,Bromley,2014,Median,332748
E09000007,Camden,2014,Median,670000
E09000008,Croydon,2014,Median,260000
E09000009,Ealing,2014,Median,385000
E09000010,Enfield,2014,Median,280000
E09000011,Greenwich,2014,Median,310000
E09000012,Hackney,2014,Median,433243
E09000013,Hammersmith and Fulham,2014,Median,655000
E09000014,Haringey,2014,Median,399950
E09000015,Harrow,2014,Median,365000
E09000016,Havering,2014,Median,250000
E09000017,Hillingdon,2014,Median,302000
E09000018,Hounslow,2014,Median,315000
E09000019,Islington,2014,Median,532500
E09000020,Kensington and Chelsea,2014,Median,1196875
E09000021,Kingston upon Thames,2014,Median,385000
E09000022,Lambeth,2014,Median,418250
E09000023,Lewisham,2014,Median,310000
E09000024,Merton,2014,Median,380500
E09000025,Newham,2014,Median,250000
E09000026,Redbridge,2014,Median,298000
E09000027,Richmond upon Thames,2014,Median,525000
E09000028,Southwark,2014,Median,415000
E09000029,Sutton,2014,Median,285000
E09000030,Tower Hamlets,2014,Median,379973
E09000031,Waltham Forest,2014,Median,317000
E09000032,Wandsworth,2014,Median,527000
E09000033,Westminster,2014,Median,880000
E13000001,Inner London,2014,Median,465000
E13000002,Outer London,2014,Median,315000
E12000001,North East,2014,Median,124000
E12000002,North West,2014,Median,135000
E12000003,Yorkshire And The Humber,2014,Median,135000
E12000004,East Midlands,2014,Median,149000
E12000005,West Midlands,2014,Median,154000
E12000006,East of England,2014,Median,215000
E12000007,London,2014,Median,364000
E12000008,South East,2014,Median,249900
E12000009,South West,2014,Median,200000
E92000001,England,2014,Median,195000
W92000004,Wales,2014,Median,136000
K04000001,England And Wales,2014,Median,190000
E09000001,City of London,2015,Median,768900
E09000002,Barking and Dagenham,2015,Median,244000
E09000003,Barnet,2015,Median,444000
E09000004,Bexley,2015,Median,275000
E09000005,Brent,2015,Median,405000
E09000006,Bromley,2015,Median,372250
E09000007,Camden,2015,Median,705000
E09000008,Croydon,2015,Median,300000
E09000009,Ealing,2015,Median,428150
E09000010,Enfield,2015,Median,320000
E09000011,Greenwich,2015,Median,345000
E09000012,Hackney,2015,Median,483522
E09000013,Hammersmith and Fulham,2015,Median,730000
E09000014,Haringey,2015,Median,430000
E09000015,Harrow,2015,Median,392925
E09000016,Havering,2015,Median,285000
E09000017,Hillingdon,2015,Median,350000
E09000018,Hounslow,2015,Median,355000
E09000019,Islington,2015,Median,580000
E09000020,Kensington and Chelsea,2015,Median,1178000
E09000021,Kingston upon Thames,2015,Median,406500
E09000022,Lambeth,2015,Median,450000
E09000023,Lewisham,2015,Median,353000
E09000024,Merton,2015,Median,410000
E09000025,Newham,2015,Median,305000
E09000026,Redbridge,2015,Median,345000
E09000027,Richmond upon Thames,2015,Median,570000
E09000028,Southwark,2015,Median,470000
E09000029,Sutton,2015,Median,316300
E09000030,Tower Hamlets,2015,Median,419000
E09000031,Waltham Forest,2015,Median,365000
E09000032,Wandsworth,2015,Median,555578
E09000033,Westminster,2015,Median,910000
E13000001,Inner London,2015,Median,495000
E13000002,Outer London,2015,Median,350000
E12000001,North East,2015,Median,127000
E12000002,North West,2015,Median,140000
E12000003,Yorkshire And The Humber,2015,Median,140000
E12000004,East Midlands,2015,Median,157500
E12000005,West Midlands,2015,Median,160000
E12000006,East of England,2015,Median,235000
E12000007,London,2015,Median,398850
E12000008,South East,2015,Median,270000
E12000009,South West,2015,Median,215000
E92000001,England,2015,Median,210000
W92000004,Wales,2015,Median,141000
K04000001,England And Wales,2015,Median,205000
E09000001,City of London,2016,Median,631750
E09000002,Barking and Dagenham,2016,Median,287500
E09000003,Barnet,2016,Median,460000
E09000004,Bexley,2016,Median,320000
E09000005,Brent,2016,Median,437500
E09000006,Bromley,2016,Median,415000
E09000007,Camden,2016,Median,720000
E09000008,Croydon,2016,Median,331000
E09000009,Ealing,2016,Median,450000
E09000010,Enfield,2016,Median,371500
E09000011,Greenwich,2016,Median,387300
E09000012,Hackney,2016,Median,527000
E09000013,Hammersmith and Fulham,2016,Median,714500
E09000014,Haringey,2016,Median,445000
E09000015,Harrow,2016,Median,436000
E09000016,Havering,2016,Median,330000
E09000017,Hillingdon,2016,Median,390000
E09000018,Hounslow,2016,Median,376200
E09000019,Islington,2016,Median,600000
E09000020,Kensington and Chelsea,2016,Median,1200000
E09000021,Kingston upon Thames,2016,Median,455000
E09000022,Lambeth,2016,Median,500000
E09000023,Lewisham,2016,Median,379100
E09000024,Merton,2016,Median,440000
E09000025,Newham,2016,Median,351000
E09000026,Redbridge,2016,Median,385000
E09000027,Richmond upon Thames,2016,Median,599950
E09000028,Southwark,2016,Median,512100
E09000029,Sutton,2016,Median,340000
E09000030,Tower Hamlets,2016,Median,456435
E09000031,Waltham Forest,2016,Median,413000
E09000032,Wandsworth,2016,Median,632825
E09000033,Westminster,2016,Median,990000
E13000001,Inner London,2016,Median,534600
E13000002,Outer London,2016,Median,389000
E12000001,North East,2016,Median,127500
E12000002,North West,2016,Median,145000
E12000003,Yorkshire And The Humber,2016,Median,147000
E12000004,East Midlands,2016,Median,165000
E12000005,West Midlands,2016,Median,168000
E12000006,East of England,2016,Median,255000
E12000007,London,2016,Median,435000
E12000008,South East,2016,Median,292500
E12000009,South West,2016,Median,227000
E92000001,England,2016,Median,220000
W92000004,Wales,2016,Median,145000
K04000001,England And Wales,2016,Median,215000
E09000001,City of London,1995,Mean,106052
E09000002,Barking and Dagenham,1995,Mean,48150
E09000003,Barnet,1995,Mean,88379
E09000004,Bexley,1995,Mean,61175
E09000005,Brent,1995,Mean,67829
E09000006,Bromley,1995,Mean,80067
E09000007,Camden,1995,Mean,116175
E09000008,Croydon,1995,Mean,61711
E09000009,Ealing,1995,Mean,76922
E09000010,Enfield,1995,Mean,68187
E09000011,Greenwich,1995,Mean,63498
E09000012,Hackney,1995,Mean,62467
E09000013,Hammersmith and Fulham,1995,Mean,110891
E09000014,Haringey,1995,Mean,72004
E09000015,Harrow,1995,Mean,80145
E09000016,Havering,1995,Mean,68014
E09000017,Hillingdon,1995,Mean,72441
E09000018,Hounslow,1995,Mean,76103
E09000019,Islington,1995,Mean,100165
E09000020,Kensington and Chelsea,1995,Mean,178418
E09000021,Kingston upon Thames,1995,Mean,86144
E09000022,Lambeth,1995,Mean,66589
E09000023,Lewisham,1995,Mean,54220
E09000024,Merton,1995,Mean,79193
E09000025,Newham,1995,Mean,44177
E09000026,Redbridge,1995,Mean,67919
E09000027,Richmond upon Thames,1995,Mean,116014
E09000028,Southwark,1995,Mean,71455
E09000029,Sutton,1995,Mean,68550
E09000030,Tower Hamlets,1995,Mean,67386
E09000031,Waltham Forest,1995,Mean,53171
E09000032,Wandsworth,1995,Mean,90097
E09000033,Westminster,1995,Mean,136089
E13000001,Inner London,1995,Mean,86090
E13000002,Outer London,1995,Mean,72440
E12000001,North East,1995,Mean,42024
E12000002,North West,1995,Mean,44410
E12000003,Yorkshire And The Humber,1995,Mean,45829
E12000004,East Midlands,1995,Mean,47144
E12000005,West Midlands,1995,Mean,50770
E12000006,East of England,1995,Mean,59161
E12000007,London,1995,Mean,77302
E12000008,South East,1995,Mean,68885
E12000009,South West,1995,Mean,57209
E92000001,England,1995,Mean,56571
W92000004,Wales,1995,Mean,43512
K04000001,England And Wales,1995,Mean,55944
E09000001,City of London,1996,Mean,128659
E09000002,Barking and Dagenham,1996,Mean,48922
E09000003,Barnet,1996,Mean,90065
E09000004,Bexley,1996,Mean,64089
E09000005,Brent,1996,Mean,72874
E09000006,Bromley,1996,Mean,82945
E09000007,Camden,1996,Mean,129561
E09000008,Croydon,1996,Mean,65752
E09000009,Ealing,1996,Mean,82026
E09000010,Enfield,1996,Mean,71362
E09000011,Greenwich,1996,Mean,65347
E09000012,Hackney,1996,Mean,65824
E09000013,Hammersmith and Fulham,1996,Mean,123054
E09000014,Haringey,1996,Mean,78344
E09000015,Harrow,1996,Mean,83988
E09000016,Havering,1996,Mean,71387
E09000017,Hillingdon,1996,Mean,72727
E09000018,Hounslow,1996,Mean,77277
E09000019,Islington,1996,Mean,105183
E09000020,Kensington and Chelsea,1996,Mean,207974
E09000021,Kingston upon Thames,1996,Mean,92353
E09000022,Lambeth,1996,Mean,76731
E09000023,Lewisham,1996,Mean,56300
E09000024,Merton,1996,Mean,84291
E09000025,Newham,1996,Mean,46738
E09000026,Redbridge,1996,Mean,71701
E09000027,Richmond upon Thames,1996,Mean,124955
E09000028,Southwark,1996,Mean,72015
E09000029,Sutton,1996,Mean,70670
E09000030,Tower Hamlets,1996,Mean,76507
E09000031,Waltham Forest,1996,Mean,55052
E09000032,Wandsworth,1996,Mean,98630
E09000033,Westminster,1996,Mean,143485
E13000001,Inner London,1996,Mean,94410
E13000002,Outer London,1996,Mean,76232
E12000001,North East,1996,Mean,43240
E12000002,North West,1996,Mean,45655
E12000003,Yorkshire And The Humber,1996,Mean,46776
E12000004,East Midlands,1996,Mean,48641
E12000005,West Midlands,1996,Mean,52515
E12000006,East of England,1996,Mean,60515
E12000007,London,1996,Mean,82645
E12000008,South East,1996,Mean,71893
E12000009,South West,1996,Mean,59211
E92000001,England,1996,Mean,59074
W92000004,Wales,1996,Mean,44812
K04000001,England And Wales,1996,Mean,58380
E09000001,City of London,1997,Mean,138162
E09000002,Barking and Dagenham,1997,Mean,53244
E09000003,Barnet,1997,Mean,105968
E09000004,Bexley,1997,Mean,69509
E09000005,Brent,1997,Mean,84340
E09000006,Bromley,1997,Mean,89104
E09000007,Camden,1997,Mean,149861
E09000008,Croydon,1997,Mean,72232
E09000009,Ealing,1997,Mean,95216
E09000010,Enfield,1997,Mean,81659
E09000011,Greenwich,1997,Mean,69567
E09000012,Hackney,1997,Mean,77829
E09000013,Hammersmith and Fulham,1997,Mean,142247
E09000014,Haringey,1997,Mean,87010
E09000015,Harrow,1997,Mean,94518
E09000016,Havering,1997,Mean,76179
E09000017,Hillingdon,1997,Mean,81324
E09000018,Hounslow,1997,Mean,86239
E09000019,Islington,1997,Mean,121023
E09000020,Kensington and Chelsea,1997,Mean,238939
E09000021,Kingston upon Thames,1997,Mean,99255
E09000022,Lambeth,1997,Mean,86518
E09000023,Lewisham,1997,Mean,64653
E09000024,Merton,1997,Mean,91364
E09000025,Newham,1997,Mean,53781
E09000026,Redbridge,1997,Mean,77171
E09000027,Richmond upon Thames,1997,Mean,140379
E09000028,Southwark,1997,Mean,85444
E09000029,Sutton,1997,Mean,77909
E09000030,Tower Hamlets,1997,Mean,94207
E09000031,Waltham Forest,1997,Mean,61711
E09000032,Wandsworth,1997,Mean,111168
E09000033,Westminster,1997,Mean,170693
E13000001,Inner London,1997,Mean,107939
E13000002,Outer London,1997,Mean,84415
E12000001,North East,1997,Mean,45627
E12000002,North West,1997,Mean,48382
E12000003,Yorkshire And The Humber,1997,Mean,48920
E12000004,East Midlands,1997,Mean,51919
E12000005,West Midlands,1997,Mean,56032
E12000006,East of England,1997,Mean,66025
E12000007,London,1997,Mean,93054
E12000008,South East,1997,Mean,78087
E12000009,South West,1997,Mean,64233
E92000001,England,1997,Mean,64101
W92000004,Wales,1997,Mean,47514
K04000001,England And Wales,1997,Mean,63279
E09000001,City of London,1998,Mean,197542
E09000002,Barking and Dagenham,1998,Mean,60158
E09000003,Barnet,1998,Mean,115972
E09000004,Bexley,1998,Mean,77879
E09000005,Brent,1998,Mean,98464
E09000006,Bromley,1998,Mean,100937
E09000007,Camden,1998,Mean,167634
E09000008,Croydon,1998,Mean,82150
E09000009,Ealing,1998,Mean,105396
E09000010,Enfield,1998,Mean,88454
E09000011,Greenwich,1998,Mean,80163
E09000012,Hackney,1998,Mean,89602
E09000013,Hammersmith and Fulham,1998,Mean,163082
E09000014,Haringey,1998,Mean,100197
E09000015,Harrow,1998,Mean,106081
E09000016,Havering,1998,Mean,85787
E09000017,Hillingdon,1998,Mean,89755
E09000018,Hounslow,1998,Mean,103199
E09000019,Islington,1998,Mean,143019
E09000020,Kensington and Chelsea,1998,Mean,256760
E09000021,Kingston upon Thames,1998,Mean,115625
E09000022,Lambeth,1998,Mean,106334
E09000023,Lewisham,1998,Mean,73034
E09000024,Merton,1998,Mean,106928
E09000025,Newham,1998,Mean,61000
E09000026,Redbridge,1998,Mean,85370
E09000027,Richmond upon Thames,1998,Mean,165246
E09000028,Southwark,1998,Mean,101190
E09000029,Sutton,1998,Mean,88984
E09000030,Tower Hamlets,1998,Mean,110951
E09000031,Waltham Forest,1998,Mean,71520
E09000032,Wandsworth,1998,Mean,127009
E09000033,Westminster,1998,Mean,194691
E13000001,Inner London,1998,Mean,122063
E13000002,Outer London,1998,Mean,95197
E12000001,North East,1998,Mean,46813
E12000002,North West,1998,Mean,50157
E12000003,Yorkshire And The Humber,1998,Mean,50148
E12000004,East Midlands,1998,Mean,54790
E12000005,West Midlands,1998,Mean,59103
E12000006,East of England,1998,Mean,71568
E12000007,London,1998,Mean,105136
E12000008,South East,1998,Mean,86946
E12000009,South West,1998,Mean,69187
E92000001,England,1998,Mean,68687
W92000004,Wales,1998,Mean,49172
K04000001,England And Wales,1998,Mean,67720
E09000001,City of London,1999,Mean,199532
E09000002,Barking and Dagenham,1999,Mean,66046
E09000003,Barnet,1999,Mean,139143
E09000004,Bexley,1999,Mean,86173
E09000005,Brent,1999,Mean,111020
E09000006,Bromley,1999,Mean,117612
E09000007,Camden,1999,Mean,200920
E09000008,Croydon,1999,Mean,93750
E09000009,Ealing,1999,Mean,132000
E09000010,Enfield,1999,Mean,98757
E09000011,Greenwich,1999,Mean,95930
E09000012,Hackney,1999,Mean,112355
E09000013,Hammersmith and Fulham,1999,Mean,201435
E09000014,Haringey,1999,Mean,116780
E09000015,Harrow,1999,Mean,125189
E09000016,Havering,1999,Mean,95235
E09000017,Hillingdon,1999,Mean,106649
E09000018,Hounslow,1999,Mean,121152
E09000019,Islington,1999,Mean,174680
E09000020,Kensington and Chelsea,1999,Mean,307417
E09000021,Kingston upon Thames,1999,Mean,133695
E09000022,Lambeth,1999,Mean,122492
E09000023,Lewisham,1999,Mean,85988
E09000024,Merton,1999,Mean,128561
E09000025,Newham,1999,Mean,70414
E09000026,Redbridge,1999,Mean,98501
E09000027,Richmond upon Thames,1999,Mean,196172
E09000028,Southwark,1999,Mean,119722
E09000029,Sutton,1999,Mean,101398
E09000030,Tower Hamlets,1999,Mean,139179
E09000031,Waltham Forest,1999,Mean,80980
E09000032,Wandsworth,1999,Mean,158988
E09000033,Westminster,1999,Mean,230136
E13000001,Inner London,1999,Mean,148084
E13000002,Outer London,1999,Mean,110911
E12000001,North East,1999,Mean,49256
E12000002,North West,1999,Mean,53223
E12000003,Yorkshire And The Humber,1999,Mean,53267
E12000004,East Midlands,1999,Mean,59255
E12000005,West Midlands,1999,Mean,64141
E12000006,East of England,1999,Mean,79295
E12000007,London,1999,Mean,124672
E12000008,South East,1999,Mean,97943
E12000009,South West,1999,Mean,77224
E92000001,England,1999,Mean,76393
W92000004,Wales,1999,Mean,52940
K04000001,England And Wales,1999,Mean,75256
E09000001,City of London,2000,Mean,221279
E09000002,Barking and Dagenham,2000,Mean,79633
E09000003,Barnet,2000,Mean,165174
E09000004,Bexley,2000,Mean,99799
E09000005,Brent,2000,Mean,136883
E09000006,Bromley,2000,Mean,139606
E09000007,Camden,2000,Mean,248758
E09000008,Croydon,2000,Mean,111964
E09000009,Ealing,2000,Mean,149857
E09000010,Enfield,2000,Mean,115275
E09000011,Greenwich,2000,Mean,112694
E09000012,Hackney,2000,Mean,136134
E09000013,Hammersmith and Fulham,2000,Mean,236105
E09000014,Haringey,2000,Mean,137519
E09000015,Harrow,2000,Mean,148126
E09000016,Havering,2000,Mean,109995
E09000017,Hillingdon,2000,Mean,126065
E09000018,Hounslow,2000,Mean,142010
E09000019,Islington,2000,Mean,208426
E09000020,Kensington and Chelsea,2000,Mean,376733
E09000021,Kingston upon Thames,2000,Mean,163063
E09000022,Lambeth,2000,Mean,155274
E09000023,Lewisham,2000,Mean,104968
E09000024,Merton,2000,Mean,150496
E09000025,Newham,2000,Mean,90837
E09000026,Redbridge,2000,Mean,116192
E09000027,Richmond upon Thames,2000,Mean,233915
E09000028,Southwark,2000,Mean,154622
E09000029,Sutton,2000,Mean,123367
E09000030,Tower Hamlets,2000,Mean,164712
E09000031,Waltham Forest,2000,Mean,97730
E09000032,Wandsworth,2000,Mean,192474
E09000033,Westminster,2000,Mean,277638
E13000001,Inner London,2000,Mean,177218
E13000002,Outer London,2000,Mean,130005
E12000001,North East,2000,Mean,50587
E12000002,North West,2000,Mean,55558
E12000003,Yorkshire And The Humber,2000,Mean,56241
E12000004,East Midlands,2000,Mean,63853
E12000005,West Midlands,2000,Mean,69176
E12000006,East of England,2000,Mean,90656
E12000007,London,2000,Mean,147818
E12000008,South East,2000,Mean,114471
E12000009,South West,2000,Mean,88686
E92000001,England,2000,Mean,83630
W92000004,Wales,2000,Mean,56208
K04000001,England And Wales,2000,Mean,82070
E09000001,City of London,2001,Mean,241311
E09000002,Barking and Dagenham,2001,Mean,90013
E09000003,Barnet,2001,Mean,182706
E09000004,Bexley,2001,Mean,115494
E09000005,Brent,2001,Mean,155357
E09000006,Bromley,2001,Mean,157611
E09000007,Camden,2001,Mean,270548
E09000008,Croydon,2001,Mean,128812
E09000009,Ealing,2001,Mean,170117
E09000010,Enfield,2001,Mean,134776
E09000011,Greenwich,2001,Mean,131015
E09000012,Hackney,2001,Mean,159462
E09000013,Hammersmith and Fulham,2001,Mean,260646
E09000014,Haringey,2001,Mean,158818
E09000015,Harrow,2001,Mean,166612
E09000016,Havering,2001,Mean,123556
E09000017,Hillingdon,2001,Mean,142288
E09000018,Hounslow,2001,Mean,160996
E09000019,Islington,2001,Mean,222028
E09000020,Kensington and Chelsea,2001,Mean,404635
E09000021,Kingston upon Thames,2001,Mean,179257
E09000022,Lambeth,2001,Mean,179448
E09000023,Lewisham,2001,Mean,122668
E09000024,Merton,2001,Mean,169376
E09000025,Newham,2001,Mean,108751
E09000026,Redbridge,2001,Mean,138501
E09000027,Richmond upon Thames,2001,Mean,246452
E09000028,Southwark,2001,Mean,180226
E09000029,Sutton,2001,Mean,138058
E09000030,Tower Hamlets,2001,Mean,183935
E09000031,Waltham Forest,2001,Mean,115766
E09000032,Wandsworth,2001,Mean,214161
E09000033,Westminster,2001,Mean,307856
E13000001,Inner London,2001,Mean,196856
E13000002,Outer London,2001,Mean,147306
E12000001,North East,2001,Mean,52948
E12000002,North West,2001,Mean,60372
E12000003,Yorkshire And The Humber,2001,Mean,59802
E12000004,East Midlands,2001,Mean,71083
E12000005,West Midlands,2001,Mean,77638
E12000006,East of England,2001,Mean,103937
E12000007,London,2001,Mean,165053
E12000008,South East,2001,Mean,129266
E12000009,South West,2001,Mean,101601
E92000001,England,2001,Mean,93076
W92000004,Wales,2001,Mean,60636
K04000001,England And Wales,2001,Mean,91199
E09000001,City of London,2002,Mean,264614
E09000002,Barking and Dagenham,2002,Mean,113482
E09000003,Barnet,2002,Mean,216268
E09000004,Bexley,2002,Mean,139835
E09000005,Brent,2002,Mean,187402
E09000006,Bromley,2002,Mean,183004
E09000007,Camden,2002,Mean,302143
E09000008,Croydon,2002,Mean,154978
E09000009,Ealing,2002,Mean,198765
E09000010,Enfield,2002,Mean,156196
E09000011,Greenwich,2002,Mean,156558
E09000012,Hackney,2002,Mean,181198
E09000013,Hammersmith and Fulham,2002,Mean,289399
E09000014,Haringey,2002,Mean,189160
E09000015,Harrow,2002,Mean,199052
E09000016,Havering,2002,Mean,148374
E09000017,Hillingdon,2002,Mean,167355
E09000018,Hounslow,2002,Mean,186388
E09000019,Islington,2002,Mean,251403
E09000020,Kensington and Chelsea,2002,Mean,439126
E09000021,Kingston upon Thames,2002,Mean,206832
E09000022,Lambeth,2002,Mean,201688
E09000023,Lewisham,2002,Mean,145636
E09000024,Merton,2002,Mean,198016
E09000025,Newham,2002,Mean,136215
E09000026,Redbridge,2002,Mean,167187
E09000027,Richmond upon Thames,2002,Mean,273653
E09000028,Southwark,2002,Mean,195257
E09000029,Sutton,2002,Mean,161503
E09000030,Tower Hamlets,2002,Mean,201477
E09000031,Waltham Forest,2002,Mean,146270
E09000032,Wandsworth,2002,Mean,244738
E09000033,Westminster,2002,Mean,345006
E13000001,Inner London,2002,Mean,174451
E13000002,Outer London,2002,Mean,106376
E12000001,North East,2002,Mean,59902
E12000002,North West,2002,Mean,68115
E12000003,Yorkshire And The Humber,2002,Mean,69171
E12000004,East Midlands,2002,Mean,85831
